urlGuia,idNormas,pregunta,respuesta
conexion-al-agua-potable-y-alcantarillado-en-viviendas-sociales,283689,¿Qué beneficios hay respecto a la conexión del agua potable y alcantarillado en viviendas sociales?,"Se exime a las viviendas sociales del pago de los costos de conexión a la red de agua potable y alcantarillado en el límite urbano , y se crea un mecanismo simplificado para acceder al certificado de factibilidad técnica para instalar estos servicios."
consejos-comunales-de-seguridad-publica,1096337;251693,¿Qué es el consejo comunal de seguridad pública?,Es un órgano consultivo del alcalde en materia de seguridad pública comunal y es además una instancia de coordinación interinstitucional a nivel local. Los consejos deben existir en todas las comunas.
contratacion-de-aprendices,76201,¿Qué es el Programa de Contratación de Aprendices?,"Consiste en una bonificación que reciben las empresas, por parte del Estado, por el contrato de jóvenes en calidad de   aprendices. El contrato de aprendizaje podrá celebrarse sólo por mayores de 15 y menores de 25 años y tendrá una duración máxima de 2 años. De acuerdo al Estatuto de Capacitación y Empleo , esta bonificación mensual es del 50% de un ingreso mínimo por aprendiz, durante los primeros 12 meses de vigencia del contrato, tendiente a compensar los costos de formación en la empresa. Asimismo por una sola vez, recibirá un adicional de hasta 10 unidades tributarias mensuales por aprendiz, destinado a financiar los costos de la enseñanza relacionada. Objetivos Generar mejores condiciones de empleos, entregar mayores habilidades y competencias a los/las jóvenes. Disminuir la cesantía. Otorgar mayores garantías a las empresas."
control-automatizado-de-infracciones-de-transito,1191007,¿Qué infracciones de tránsito considerará el sistema de control automatizado?,Exceso de la velocidad máxima. Transitar en un área urbana con restricción por razones de contaminación ambiental La infracción a las normas de transporte terrestre dictadas por el Ministerio de Transportes y Telecomunicaciones. No respetar la luz roja de un semáforo.
control-de-armas,237909;241846;13031;266888;1171705;1074538,¿Quién controla el uso de armas en Chile?,"El Ministerio de Defensa, a través de la Dirección General de Movilización Nacional (DGMN), controla las armas, explosivos, fuegos artificiales, artículos pirotécnicos y otros elementos similares, sin perjuicio de las funciones que tiene el Ministerio del Interior y Seguridad Pública."
control-de-identidad,176595;1092269,¿La policía puede controlar la identidad de cualquier persona?,"Los funcionarios de Carabineros o de la Policía de Investigaciones (PDI) pueden controlar la identidad de cualquier persona mayor de 18 años en vías o lugares públicos y en lugares privados de acceso público. Para individualizar a la persona, se puede usar cualquier medio de identificación, tal como cédula de identidad, licencia de conducir, pasaporte o tarjeta estudiantil. También se puede usar cualquier dispositivo tecnológico."
convenio-169-oit,279441;269291;30620,¿Cómo surge el convenio 169?,"Con fecha  27 de junio de 1989 la   Conferencia General de la Organización Internacional  del Trabajo, adoptó el Convenio Nº 169 sobre Pueblos Indígenas y Tribales en  Países Independientes. El Congreso Nacional, lo aprobó y desde el 15 de  septiembre de 2009 forma parte de la legislación chilena."
copropiedad-inmobiliaria,1184084;120134;1174663;13560;8201,¿Qué es la copropiedad inmobiliaria?,"Es un régimen jurídico que corresponde a una forma especial de dominio sobre las distintas unidades en que se divide un inmueble. Existe un derecho de propiedad exclusivo sobre las unidades (casas, departamentos, bodegas, oficinas, estacionamientos, etc.) y un derecho de dominio común respecto de bienes comunes."
credito-universitario,206178;1044419;1036996;239034;30654,¿Qué requisitos hay que cumplir para pedir este crédito universitario?,"Ser chileno(a) Matricularse en alguna de las 27 universidades del Consejo de Rectores. No tener título profesional. Tener un puntaje promedio en la PSU igual o superior a 475 puntos. Que la calidad académica lo haga merecedor del crédito. Acreditar una condición socioeconómica que impida el pago total o parcial del arancel y presentar la documentación correspondiente. Vía Internet se debe completar el formulario único de asistencia socioeconómica (FUAS). Luego hay que presentar antecedentes familiares, de propiedades y de renta para que cada universidad evalúe la situación del alumno y decida sobre su solicitud de crédito."
cuota-de-genero-en-la-integracion-de-los-organismos-vinculados-a-la-pesca-y-en-el-registro-pesquero-artesanal,13315;1164124;1012765;1108357,"¿Qué debe hacer el Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala, Indespa en materia de equidad de género?","Deberá promover la inclusión y la equidad de género en las distintas etapas productivas del sector artesanal, disminuyendo las brechas de género en la participación sectorial mediante actividades de capacitación."
defensoria-de-los-derechos-de-la-ninez,15824;261579;1117540;1114173,¿Qué es la Defensoría de los Derechos de la Niñez?,Es una entidad pública con personalidad jurídica y patrimonio propio. Tiene su domicilio en la Región Metropolitana y procurará tener representantes en las otras regiones.
defunciones,269892;5595;12643;7147,¿Qué trámites hay que hacer cuando muere un familiar?,"Obtener el certificado médico de defunción, ya sea que  haya fallecido en la casa, en un hospital o en la calle. Y tal como lo   indica su nombre, deber ser entregado por un médico. Inscribir la defunción en una oficina del Registro Civil . Comprar un ataúd en una funeraria. Comprar una sepultura. Cuando los familiares de un difunto   no pueden pagar una sepultura, generalmente se pide una entrevista con   la asistente social de municipalidad donde vivía el fallecido para que   evalúe la situación y pueda decretar la gratuidad de la sepultura. Cobrar la cuota mortuoria. Para ello necesita dos   certificados de defunción del fallecido; factura original de la   funeraria a nombre de la persona o Institución que haya realizado los   gastos funerarios del fallecido; última liquidación de sueldo o pensión   del fallecido. Para los afiliados o pensionados de una AFP la cuota se   financia con el saldo de la cuenta individual. El monto del beneficio es   de UF 15 o hasta el monto del saldo de la cuenta, si este fuere menor. Para los beneficiaros de la Pensión Básica Solidaria de vejez e invalidez carentes de recursos, esto es, quienes hubieren   obtenido un puntaje igual o inferior a 8.500 puntos por aplicación de la Ficha de Protección Social, también tienen derecho a cuota mortuoria (asignación por causa de muerte). En el caso de los pensionados o imponentes del Instituto de Previsión Social (IPS), la cuota mortuoria se reajusta en julio de cada año. Cuando una persona muere, la cuota mortuoria se paga a quien haya realizado los gastos funerarios. Si se contrata una funeraria, es   ella la que cobra, cubriendo así parte de los servicios funerarios o su totalidad. En el caso de los afiliados al Instituto de Previsión Social (IPS), la cuota mortuoria se reajusta en julio de cada año. El Código Sanitario indica que el plazo máximo para enterrar a una persona es de 48 horas, pudiendo ampliarse o reducirse en casos excepcionales. Cuando se contrata los servicios de una funeraria, ellos se   encargan de hacer todos los trámites requeridos cuando alguien muere: inscribir la defunción en el Registro Civil ; proveer de un ataúd y cobrar la cuota mortuoria."
delitos-contra-la-propiedad-robos-y-hurtos,1984;1092269,¿Qué diferencia hay entre robo y hurto?,"El robo es el delito en el cual alguien se apropia de algo de otro usando la violencia o la intimidación en las personas o la fuerza en las cosas (como romper una ventana). Si la apropiación de algo de otro se hace sin violencia, intimidación o fuerza en las cosas, es un hurto."
delitos-economicos-y-delitos-contra-el-medio-ambiente,1984;1195119;1172551,¿Qué otros delitos pasan a tener la categoría de delitos económicos?,"La receptación, el lavado y blanqueo de activos pasan a ser considerados delitos económicos cuando los hechos de los que provienen las especies sean considerados como delitos económicos o sean perpetrados en ejercicio de un cargo, función o posición en una empresa, o cuando se cometan en beneficio económico o de otra naturaleza para una empresa."
delitos-informaticos,1145840;1177743,¿Qué es el delito de Fraude informático?,"Es un delito que comete el que manipula un sistema informático, mediante la introducción, alteración, daño o supresión de datos informáticos o lo hace a través de cualquier interferencia en el funcionamiento de un sistema informático. Se requiere que la acción cause perjuicio a otro y que quien la ejecute lo haga para obtener un beneficio económico para él o para otra persona. Se considerará también autor al que facilita los medios para cometer el delito conociendo o no pudiendo menos que conocer que la conducta es delictual. Las penas para el fraude informático son: Si el valor del perjuicio supera las 40 unidades tributarias mensuales (UTM): presidio menor en sus grados medio a máximo (541 días a 5 años) y multa de 11 a 15 unidades tributarias mensuales. Si el valor del perjuicio supera las cuatro UTM y no pasara de 40 UTM: presidio menor en su grado medio (541 días a 3 años) y multa de 6 a 10 UTM. Si el perjuicio no supera las 4 UTM: presidio menor en su grado mínimo (61 días a 540 días) y multa de 5 a 10 UTM. Pero si el valor del perjuicio supera las 400 UTM, la pena será de presidio menor en su grado máximo (3 años y 1 día a 5 años) y multa de 21 a 30 UTM."
